Year,Parent Site,Site,Species,Value
04/08/2016,Main Somerset Frome,Blatchbridge (Te),Pike,8
04/08/2016,Main Somerset Frome,Blatchbridge (Te),Roach,37
04/08/2016,Main Somerset Frome,Blatchbridge (Te),European eels > elvers,2
04/08/2016,Main Somerset Frome,Blatchbridge (Te),Bullhead,
04/08/2016,Main Somerset Frome,Blatchbridge (Te),Minnow,
04/08/2016,Main Somerset Frome,Blatchbridge (Te),Stone loach,
27/07/2016,Main Somerset Frome,Vernal Lodge,Gudgeon,7
27/07/2016,Main Somerset Frome,Vernal Lodge,Roach,14
27/07/2016,Main Somerset Frome,Vernal Lodge,Chub,11
27/07/2016,Main Somerset Frome,Vernal Lodge,Perch,1
27/07/2016,Main Somerset Frome,Vernal Lodge,Minnow,150
27/07/2016,Main Somerset Frome,Vernal Lodge,Stone loach,5
27/07/2016,Main Somerset Frome,Vernal Lodge,3-spined stickleback,1
27/07/2016,Main Somerset Frome,Vernal Lodge,Dace,0
27/07/2016,Main Somerset Frome,Welshmill,Chub,2
27/07/2016,Main Somerset Frome,Welshmill,Gudgeon,1
27/07/2016,Main Somerset Frome,Welshmill,Perch,1
27/07/2016,Main Somerset Frome,Welshmill,Roach,20
27/07/2016,Main Somerset Frome,Welshmill,Tench,1
27/07/2016,Main Somerset Frome,Welshmill,Minnow,2
27/07/2016,Main Somerset Frome,Welshmill,Stone loach,0
27/07/2016,Main Somerset Frome,Welshmill,European eels > elvers,0
27/07/2016,Main Somerset Frome,Welshmill,3-spined stickleback,0
27/07/2016,Main Somerset Frome,Welshmill,Rudd,1
21/07/2016,Main River Chew,Shrowl Bridge (Te),Rainbow trout,12
21/07/2016,Main River Chew,Shrowl Bridge (Te),Brown / sea trout,8
21/07/2016,Main River Chew,Shrowl Bridge (Te),Lamprey sp. ammocoetes,2
21/07/2016,Main River Chew,Shrowl Bridge (Te),3-spined stickleback,
21/07/2016,Main River Chew,Shrowl Bridge (Te),Bullhead,
19/07/2016,Main River Chew,Stanton Drew (Te),Brown / sea trout,3
19/07/2016,Main River Chew,Stanton Drew (Te),European eels > elvers,8
19/07/2016,Main River Chew,Stanton Drew (Te),Crucian carp,0
19/07/2016,Main River Chew,Stanton Drew (Te),Tench,1
19/07/2016,Main River Chew,Stanton Drew (Te),Gudgeon,2
19/07/2016,Main River Chew,Stanton Drew (Te),3-spined stickleback,
19/07/2016,Main River Chew,Stanton Drew (Te),Bullhead,
19/07/2016,Main River Chew,Stanton Drew (Te),Stone loach,
19/07/2016,Main River Chew,Stanton Drew (Te),Dace,2
19/07/2016,Main River Chew,Stanton Drew (Te),Lamprey sp. ammocoetes,0
19/07/2016,Main River Chew,Stanton Drew (Te),Minnow,
14/07/2016,St. Catherines Brook,New House Farm,Brown / sea trout,69
12/07/2016,Main River Chew,Keynsham Park (Te),Barbel,3
12/07/2016,Main River Chew,Keynsham Park (Te),Chub,18
12/07/2016,Main River Chew,Keynsham Park (Te),Dace,18
12/07/2016,Main River Chew,Keynsham Park (Te),Gudgeon,12
12/07/2016,Main River Chew,Keynsham Park (Te),Perch,0
12/07/2016,Main River Chew,Keynsham Park (Te),Roach,23
12/07/2016,Main River Chew,Keynsham Park (Te),European eels > elvers,3
12/07/2016,Main River Chew,Keynsham Park (Te),Minnow,
12/07/2016,Main River Chew,Keynsham Park (Te),Stone loach,
12/07/2016,Main River Chew,Keynsham Park (Te),3-spined stickleback,
12/07/2016,Main River Chew,Keynsham Park (Te),Bullhead,
12/07/2016,Main River Chew,Keynsham Park (Te),Brown / sea trout,2
07/07/2016,Main River Chew,Compton Dando (Te),Dace,48
07/07/2016,Main River Chew,Compton Dando (Te),European eels > elvers,4
07/07/2016,Main River Chew,Compton Dando (Te),Lamprey sp. ammocoetes,1
07/07/2016,Main River Chew,Compton Dando (Te),Atlantic salmon,20
07/07/2016,Main River Chew,Compton Dando (Te),Brown / sea trout,53
07/07/2016,Main River Chew,Compton Dando (Te),Grayling,6
07/07/2016,Main River Chew,Compton Dando (Te),Bullhead,
07/07/2016,Main River Chew,Compton Dando (Te),Minnow,
07/07/2016,Main River Chew,Compton Dando (Te),Stone loach,
06/07/2016,Main River Chew,Pensford (Te),Dace,17
06/07/2016,Main River Chew,Pensford (Te),Gudgeon,1
06/07/2016,Main River Chew,Pensford (Te),Perch,0
06/07/2016,Main River Chew,Pensford (Te),Roach,0
06/07/2016,Main River Chew,Pensford (Te),European eels > elvers,40
06/07/2016,Main River Chew,Pensford (Te),European elvers,15
06/07/2016,Main River Chew,Pensford (Te),Brown / sea trout,49
06/07/2016,Main River Chew,Pensford (Te),Minnow,
06/07/2016,Main River Chew,Pensford (Te),Stone loach,
06/07/2016,Main River Chew,Pensford (Te),Bullhead,
06/07/2016,Main River Chew,Pensford (Te),3-spined stickleback,
06/07/2016,Main River Chew,Pensford (Te),Grayling,1
06/07/2016,Main River Chew,Pensford (Te),Rainbow trout,1
06/07/2016,Main River Chew,Pensford (Te),Lamprey sp. ammocoetes,0
05/07/2016,Main Bristol Frome,Eastville Park (Te),Barbel,1
05/07/2016,Main Bristol Frome,Eastville Park (Te),Chub,8
05/07/2016,Main Bristol Frome,Eastville Park (Te),Dace,89
05/07/2016,Main Bristol Frome,Eastville Park (Te),Gudgeon,15
05/07/2016,Main Bristol Frome,Eastville Park (Te),Perch,3
05/07/2016,Main Bristol Frome,Eastville Park (Te),Roach,70
05/07/2016,Main Bristol Frome,Eastville Park (Te),European eels > elvers,12
05/07/2016,Main Bristol Frome,Eastville Park (Te),Brown / sea trout,5
05/07/2016,Main Bristol Frome,Eastville Park (Te),Bullhead,
05/07/2016,Main Bristol Frome,Eastville Park (Te),Minnow,
05/07/2016,Main Bristol Frome,Eastville Park (Te),Stone loach,
26/05/2016,Main Bristol Frome,Nibley (Se-03),Bullhead,75
26/05/2016,Main Bristol Frome,Nibley (Se-03),Stone loach,12
26/05/2016,Main Bristol Frome,Nibley (Se-03),European eels > elvers,1
26/05/2016,Main Bristol Frome,Nibley (Se-03),Brown / sea trout,4
26/05/2016,Main Bristol Frome,Nibley (Se-03),Minnow,52
26/05/2016,Main Woodbridge Brook,Manor Farm,Bullhead,9
26/05/2016,Main Woodbridge Brook,Manor Farm,Dace,48
26/05/2016,Main Woodbridge Brook,Manor Farm,3-spined stickleback,26
26/05/2016,Main Woodbridge Brook,Manor Farm,10-spined stickleback,1
17/05/2016,Broadmead Brook,Fosseway (Se-03),Brown / sea trout,34
17/05/2016,Broadmead Brook,Fosseway (Se-03),Bullhead,183
17/05/2016,Rodbourne Brook,Rodbourne Road Bridge u/s,Bullhead,59
17/05/2016,Rodbourne Brook,Rodbourne Road Bridge u/s,Roach,1
17/05/2016,Rodbourne Brook,Rodbourne Road Bridge u/s,Minnow,8
17/05/2016,Rodbourne Brook,Rodbourne Road Bridge u/s,Stone loach,6
19/04/2016,Stoke Brook,Steanbridge Rd,Bullhead,67
19/04/2016,Stoke Brook,Steanbridge Rd,Stone loach,82
19/04/2016,Stoke Brook,Steanbridge Rd,3-spined stickleback,36
19/04/2016,Stoke Brook,Steanbridge Rd,Minnow,22
19/04/2016,Bristol Avon Catchment,Siston Brook,3-spined stickleback,11
19/04/2016,Bristol Avon Catchment,Siston Brook,Bullhead,675
19/04/2016,Bristol Avon Catchment,Siston Brook,European eels > elvers,17
19/04/2016,Bristol Avon Catchment,Siston Brook,Brown / sea trout,4
16/09/2015,Bristol Avon main river,Melksham,Chub,15
16/09/2015,Bristol Avon main river,Melksham,Bullhead,1
16/09/2015,Bristol Avon main river,Melksham,Perch,5
16/09/2015,Bristol Avon main river,Melksham,Minnow,12
16/09/2015,Bristol Avon main river,Melksham,Roach,12
16/09/2015,Bristol Avon main river,Melksham,Barbel,4
16/09/2015,Bristol Avon main river,Melksham,Bleak,12
16/09/2015,Bristol Avon main river,Melksham,Dace,7
16/09/2015,Bristol Avon main river,Melksham,Gudgeon,3
16/09/2015,Bristol Avon main river,Melksham,Pike,1
15/09/2015,Bristol Avon main river,Chippenham (Te),Bleak,59
15/09/2015,Bristol Avon main river,Chippenham (Te),Barbel,2
15/09/2015,Bristol Avon main river,Chippenham (Te),Common bream,2
15/09/2015,Bristol Avon main river,Chippenham (Te),Chub,87
15/09/2015,Bristol Avon main river,Chippenham (Te),Dace,22
15/09/2015,Bristol Avon main river,Chippenham (Te),Gudgeon,42
15/09/2015,Bristol Avon main river,Chippenham (Te),Perch,23
15/09/2015,Bristol Avon main river,Chippenham (Te),Pike,2
15/09/2015,Bristol Avon main river,Chippenham (Te),Roach,347
15/09/2015,Bristol Avon main river,Chippenham (Te),European eels > elvers,1
15/09/2015,Bristol Avon main river,Chippenham (Te),Brown / sea trout,1
15/09/2015,Bristol Avon main river,Chippenham (Te),Bullhead,
15/09/2015,Bristol Avon main river,Chippenham (Te),Minnow,
15/09/2015,Bristol Avon main river,Chippenham (Te),Stone loach,
15/09/2015,Bristol Avon main river,Chippenham (Te),Lamprey sp. ammocoetes,1
09/09/2015,Bristol Avon main river,Lacock (Te),Chub,14
09/09/2015,Bristol Avon main river,Lacock (Te),Dace,14
09/09/2015,Bristol Avon main river,Lacock (Te),Gudgeon,12
09/09/2015,Bristol Avon main river,Lacock (Te),Perch,0
09/09/2015,Bristol Avon main river,Lacock (Te),Pike,0
09/09/2015,Bristol Avon main river,Lacock (Te),Barbel,8
09/09/2015,Bristol Avon main river,Lacock (Te),Bleak,0
09/09/2015,Bristol Avon main river,Lacock (Te),Roach,22
09/09/2015,Bristol Avon main river,Lacock (Te),Minnow,
09/09/2015,Bristol Avon main river,Lacock (Te),Bullhead,
09/09/2015,Bristol Avon main river,Lacock (Te),Stone loach,
09/07/2015,Main Bristol Frome,Eastville Park (Te),Roach,14
22/04/2015,Whatley Brook (Fordbury Water),Murder Combe,Minnow,2
22/04/2015,Whatley Brook (Fordbury Water),Murder Combe,Stone loach,2
22/04/2015,Whatley Brook (Fordbury Water),Murder Combe,Brown / sea trout,45
22/04/2015,Whatley Brook (Fordbury Water),Railford Mill,Brown / sea trout,26
22/04/2015,Whatley Brook (Fordbury Water),Railford Mill,Roach,8
21/04/2015,Nunney Brook,Cloford,Bullhead,83
21/04/2015,Nunney Brook,Cloford,Stone loach,20
21/04/2015,Nunney Brook,Cloford,3-spined stickleback,6
21/04/2015,Nunney Brook,Nunney STW (Se-01),3-spined stickleback,3
21/04/2015,Nunney Brook,Nunney STW (Se-01),Minnow,166
21/04/2015,Nunney Brook,Nunney STW (Se-01),Bullhead,71
21/04/2015,Nunney Brook,Nunney STW (Se-01),Stone loach,20
15/04/2015,Wellow Brook,Welton (Se-04),Brown / sea trout,28
15/04/2015,Wellow Brook,Welton (Se-04),3-spined stickleback,3
15/04/2015,Wellow Brook,Welton (Se-04),Brook lamprey > ammocoete,12
15/04/2015,Wellow Brook,Welton (Se-04),Brook lamprey ammocoetes,13
15/04/2015,Wellow Brook,Welton (Se-04),Bullhead,296
15/04/2015,Wellow Brook,Welton (Se-04),Dace,0
15/04/2015,Wellow Brook,Welton (Se-04),European eels > elvers,2
18/09/2014,Bristol Avon main river,Barton Country Park,Minnow,12
18/09/2014,Bristol Avon main river,Barton Country Park,Roach,11
18/09/2014,Bristol Avon main river,Barton Country Park,Perch,13
18/09/2014,Bristol Avon main river,Barton Country Park,Pike,2
18/09/2014,Bristol Avon main river,Barton Country Park,Chub,4
18/09/2014,Bristol Avon main river,Barton Country Park,Gudgeon,1
18/09/2014,Bristol Avon main river,Barton Country Park,Bleak,3
18/09/2014,Bristol Avon main river,Barton Country Park,Roach x common bream hybrid,1
18/09/2014,Bristol Avon main river,Barton Country Park,European eels > elvers,2
10/09/2014,Bristol Avon main river,Great Somerford (Te),Barbel,6
10/09/2014,Bristol Avon main river,Great Somerford (Te),Bleak,1
10/09/2014,Bristol Avon main river,Great Somerford (Te),Chub,24
10/09/2014,Bristol Avon main river,Great Somerford (Te),Dace,47
10/09/2014,Bristol Avon main river,Great Somerford (Te),Gudgeon,16
10/09/2014,Bristol Avon main river,Great Somerford (Te),Roach,11
10/09/2014,Bristol Avon main river,Great Somerford (Te),Brown / sea trout,9
10/09/2014,Bristol Avon main river,Great Somerford (Te),Bullhead,
10/09/2014,Bristol Avon main river,Great Somerford (Te),Minnow,
10/09/2014,Bristol Avon main river,Great Somerford (Te),Stone loach,
09/09/2014,Bristol Avon main river,Lacock (Te),Barbel,16
09/09/2014,Bristol Avon main river,Lacock (Te),Bleak,6
09/09/2014,Bristol Avon main river,Lacock (Te),Chub,12
09/09/2014,Bristol Avon main river,Lacock (Te),Dace,19
09/09/2014,Bristol Avon main river,Lacock (Te),Gudgeon,41
09/09/2014,Bristol Avon main river,Lacock (Te),Perch,2
09/09/2014,Bristol Avon main river,Lacock (Te),Pike,1
09/09/2014,Bristol Avon main river,Lacock (Te),Roach,132
09/09/2014,Bristol Avon main river,Lacock (Te),European eels > elvers,2
09/09/2014,Bristol Avon main river,Lacock (Te),Brook lamprey,1
09/09/2014,Bristol Avon main river,Lacock (Te),Bullhead,
09/09/2014,Bristol Avon main river,Lacock (Te),Minnow,
09/09/2014,Bristol Avon main river,Lacock (Te),Stone loach,
02/09/2014,Bristol Avon main river,Chippenham (Te),Chub,19
02/09/2014,Bristol Avon main river,Chippenham (Te),Dace,23
02/09/2014,Bristol Avon main river,Chippenham (Te),Gudgeon,49
02/09/2014,Bristol Avon main river,Chippenham (Te),Perch,17
02/09/2014,Bristol Avon main river,Chippenham (Te),Pike,2
02/09/2014,Bristol Avon main river,Chippenham (Te),Roach,118
02/09/2014,Bristol Avon main river,Chippenham (Te),Bleak,43
02/09/2014,Bristol Avon main river,Chippenham (Te),Bullhead,
02/09/2014,Bristol Avon main river,Chippenham (Te),Minnow,
02/09/2014,Bristol Avon main river,Chippenham (Te),3-spined stickleback,
19/08/2014,Bristol Avon main river,Christian Malford (Te),Barbel,2
19/08/2014,Bristol Avon main river,Christian Malford (Te),Bleak,2
19/08/2014,Bristol Avon main river,Christian Malford (Te),Chub,7
19/08/2014,Bristol Avon main river,Christian Malford (Te),Dace,20
19/08/2014,Bristol Avon main river,Christian Malford (Te),Gudgeon,12
19/08/2014,Bristol Avon main river,Christian Malford (Te),Perch,22
19/08/2014,Bristol Avon main river,Christian Malford (Te),Pike,3
19/08/2014,Bristol Avon main river,Christian Malford (Te),Roach,86
19/08/2014,Bristol Avon main river,Christian Malford (Te),Bullhead,
19/08/2014,Bristol Avon main river,Christian Malford (Te),Minnow,
19/08/2014,Bristol Avon main river,Christian Malford (Te),3-spined stickleback,
23/07/2014,Main River Chew,Stanton Drew (Te),Bullhead,48
23/07/2014,Main River Chew,Stanton Drew (Te),Minnow,56
23/07/2014,Main River Chew,Stanton Drew (Te),Gudgeon,1
23/07/2014,Main River Chew,Stanton Drew (Te),Tench,1
23/07/2014,Main River Chew,Stanton Drew (Te),Stone loach,0
23/07/2014,Main River Chew,Stanton Drew (Te),European eels > elvers,3
23/07/2014,Main River Chew,Stanton Drew (Te),3-spined stickleback,5
23/07/2014,Main River Chew,Stanton Drew (Te),Rainbow trout,5
23/07/2014,Main River Chew,Stanton Drew (Te),Brown / sea trout,7
23/07/2014,Main River Chew,Stanton Drew (Te),Lamprey sp. ammocoetes,2
23/07/2014,Main River Chew,Stanton Drew (Te),Roach,2
22/07/2014,Byde Mill Brook,Ladbrookside Farm,Brown / sea trout,33
22/07/2014,Byde Mill Brook,Ladbrookside Farm,3-spined stickleback,7
22/07/2014,Byde Mill Brook,New Farm,Bullhead,209
22/07/2014,Byde Mill Brook,New Farm,3-spined stickleback,3
22/07/2014,Byde Mill Brook,New Farm,Brown / sea trout,7
15/07/2014,Main Bristol Frome,Eastville Park (Te),Bullhead,90
15/07/2014,Main Bristol Frome,Eastville Park (Te),Chub,5
15/07/2014,Main Bristol Frome,Eastville Park (Te),Dace,120
15/07/2014,Main Bristol Frome,Eastville Park (Te),Gudgeon,21
15/07/2014,Main Bristol Frome,Eastville Park (Te),Minnow,165
15/07/2014,Main Bristol Frome,Eastville Park (Te),Perch,7
15/07/2014,Main Bristol Frome,Eastville Park (Te),Roach,81
15/07/2014,Main Bristol Frome,Eastville Park (Te),Stone loach,8
15/07/2014,Main Bristol Frome,Eastville Park (Te),3-spined stickleback,2
15/07/2014,Main Bristol Frome,Eastville Park (Te),European eels > elvers,41
15/07/2014,Main Bristol Frome,Eastville Park (Te),European elvers,1
15/07/2014,Main Bristol Frome,Eastville Park (Te),Brown / sea trout,4
03/07/2014,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Brown / sea trout,22
03/07/2014,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Bullhead,55
03/07/2014,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Dace,3
03/07/2014,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Minnow,33
03/07/2014,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Roach,1
03/07/2014,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",Stone loach,17
03/07/2014,River Boyd,"Boyd Farm, Golden Valley (Coarse Sentinel)",European eels > elvers,1
03/07/2014,River Boyd,"Court Farm, Wick",Brown / sea trout,3
03/07/2014,River Boyd,"Court Farm, Wick",Bullhead,27
03/07/2014,River Boyd,"Court Farm, Wick",Stone loach,71
03/07/2014,River Boyd,"Court Farm, Wick",Minnow,112
03/07/2014,River Boyd,"Court Farm, Wick",3-spined stickleback,1
03/07/2014,River Boyd,"Court Farm, Wick",European eels > elvers,1
03/07/2014,River Boyd,Doynton,Stone loach,87
03/07/2014,River Boyd,Doynton,3-spined stickleback,7
19/06/2014,River Trym,Cherry Orchard,European eels > elvers,2
19/06/2014,River Trym,Cherry Orchard,3-spined stickleback,10
19/06/2014,River Trym,Combe Dingle lower,Flounder,2
19/06/2014,River Trym,Combe Dingle lower,European eels > elvers,16
19/06/2014,River Trym,Combe Dingle lower,European glass eels,1
19/06/2014,River Trym,Combe Dingle lower,Bullhead,128
19/06/2014,River Trym,Combe Dingle upper,Bullhead,102
19/06/2014,River Trym,Combe Dingle upper,European eels > elvers,47
19/06/2014,River Trym,Combe Dingle upper,European elvers,2
19/06/2014,River Trym,Combe Dingle upper,3-spined stickleback,1
19/06/2014,River Trym,Combe Dingle upper,Brown / sea trout,2
19/06/2014,River Trym,Combe Dingle upper,Flounder,1
19/06/2014,Hazel Brook,Penny Well,European eels > elvers,3
19/06/2014,Hazel Brook,Penny Well,3-spined stickleback,50
16/04/2014,Wellow Brook,Greenacres,Brown / sea trout,19
16/04/2014,Wellow Brook,Greenacres,Bullhead,55
16/04/2014,Wellow Brook,Greenacres,Stone loach,9
16/04/2014,Wellow Brook,Mill Hill,Brown / sea trout,80
16/04/2014,Wellow Brook,Mill Hill,Bullhead,156
16/04/2014,Wellow Brook,Mill Hill,Minnow,2
16/04/2014,Wellow Brook,Mill Hill,Stone loach,9
16/04/2014,Wellow Brook,Mill Hill,3-spined stickleback,3
16/04/2014,Wellow Brook,Mill Hill,European eels > elvers,4
16/04/2014,Wellow Brook,Paglinch Farm,Brown / sea trout,28
16/04/2014,Wellow Brook,Paglinch Farm,Bullhead,108
16/04/2014,Wellow Brook,Paglinch Farm,Minnow,1
16/04/2014,Wellow Brook,Paglinch Farm,Stone loach,1
16/04/2014,Wellow Brook,Paglinch Farm,3-spined stickleback,2
16/04/2014,Wellow Brook,Welton (Se-04),Brown / sea trout,17
16/04/2014,Wellow Brook,Welton (Se-04),Bullhead,115
16/04/2014,Wellow Brook,Welton (Se-04),Lamprey sp. > ammocoete,1
15/04/2014,Brinkworth Brook,Knights Farm,Bullhead,135
15/04/2014,Brinkworth Brook,Knights Farm,Minnow,9
15/04/2014,Brinkworth Brook,Knights Farm,Stone loach,41
15/04/2014,Brinkworth Brook,Knights Farm,3-spined stickleback,7
15/04/2014,Brinkworth Brook,u/s Brinkworth Bridge,Chub,2
15/04/2014,Brinkworth Brook,u/s Brinkworth Bridge,Dace,5
15/04/2014,Brinkworth Brook,u/s Brinkworth Bridge,Gudgeon,1
15/04/2014,Brinkworth Brook,u/s Brinkworth Bridge,Bullhead,161
15/04/2014,Brinkworth Brook,u/s Brinkworth Bridge,Stone loach,1
15/04/2014,Brinkworth Brook,u/s Brinkworth Bridge,Minnow,3
15/04/2014,Brinkworth Brook,u/s Brinkworth Bridge,3-spined stickleback,7
09/10/2013,Brinkworth Brook,Knights Farm,Bullhead,152
09/10/2013,Brinkworth Brook,Knights Farm,Minnow,25
09/10/2013,Brinkworth Brook,Knights Farm,Stone loach,27
09/10/2013,Brinkworth Brook,Knights Farm,3-spined stickleback,9
08/10/2013,Main River Chew,Coley,Perch,1
08/10/2013,Main River Chew,Coley,Brown / sea trout,5
08/10/2013,Main River Chew,Coley,Rainbow trout,6
08/10/2013,Main River Chew,Coley,Bullhead,142
08/10/2013,Main River Chew,Coley,Lampetra sp. ammocoetes,1
25/09/2013,Main Somerset Frome,Blatchbridge (Te),Chub,7
25/09/2013,Main Somerset Frome,Blatchbridge (Te),Dace,2
25/09/2013,Main Somerset Frome,Blatchbridge (Te),Pike,1
25/09/2013,Main Somerset Frome,Blatchbridge (Te),Gudgeon,1
25/09/2013,Main Somerset Frome,Blatchbridge (Te),Roach,1
25/09/2013,Main Somerset Frome,Blatchbridge (Te),Brown / sea trout,10
25/09/2013,Main Somerset Frome,Blatchbridge (Te),Bullhead,
